item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
2,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una claça al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,claces,1
3,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una rona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,rones,1
4,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una dabata al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,dabates,1
5,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una xullera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xulleres,1
6,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una mibreta al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,mibretes,1
7,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una peringa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,peringues,1
8,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una frúixola al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,frúixoles,1
9,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una zoguina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,zoguines,1
10,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una flimona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,flimones,1
11,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una verassa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,verasses,1
12,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una xaldera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xalderes,1
13,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una madira al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,madires,1
14,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una ràquina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,ràquines,1
15,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una paduixa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,paduixes,1
16,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un rabater al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,rabaters,1
17,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un pomàquet al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,pomàquets,1
18,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lompromisos,1
19,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,cibres,1
20,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,zomes,1
21,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,xanals,1
22,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un gavall al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,gavalls,1
23,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un famí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,famins,1
24,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un deó al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,deons,1
25,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un diment al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,diments,1
26,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un darret al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,darrets,1
27,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un dotxe al meu jardí. Avui n'havia un més Ara n'hi ha dos?,dotxes,1
28,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lardí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lardins,1
29,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un loixí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,loixins,1
30,6,68,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un limnàs al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,limnasos,1
1,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una fronja al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,fronja,0
2,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una claça al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,claces,1
3,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una rona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,rones,1
4,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una dabata al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,debates,0
5,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una xullera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xulleres,1
6,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una mibreta al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,mibretes,1
7,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una peringa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,peringues,1
8,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una frúixola al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,frúixoles,1
9,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una zoguina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,zoguines,1
10,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una flimona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,flimones,1
11,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una verassa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,varasses,1
12,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una xaldera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xalderes,1
13,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una madira al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,madires,1
14,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una ràquina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,rànquines,1
15,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una paduixa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,paduixes,1
16,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un rabater al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,rabaters,1
17,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un pomàquet al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,pomaquets,1
18,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lompromisos,1
19,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,cibrers,1
20,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,zomes,1
21,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,xanals,1
22,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un gavall al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,gavalls,1
23,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un famí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,famins,1
24,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un deó al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,deons,1
25,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un diment al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,diments,1
26,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un darret al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,darrets,1
27,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un dotxe al meu jardí. Avui n'havia un més Ara n'hi ha dos?,dotxes,1
28,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lardí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lardins,1
29,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un loixí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,loixins,1
30,7,25,Male,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un limnàs al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,limnasos,1
1,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una fronja al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Fronges,1
2,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una claça al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Claces,1
3,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una rona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Rones,1
4,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una dabata al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,dabates,1
5,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una xullera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Xulleres,1
6,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una mibreta al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Mibretes,1
7,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una peringa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Peringues,1
8,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una frúixola al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Fruíxoles,1
9,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una zoguina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Zoguines,1
10,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una flimona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Flimones,1
11,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una verassa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Verasses,1
12,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una xaldera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Xalderes,1
13,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una madira al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Madíries,0
14,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una ràquina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Ràquines,1
15,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una paduixa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,Paduixes,1
16,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un rabater al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Rabaters,1
17,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un pomàquet al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Pomàquets,1
18,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Lompromissos,1
19,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Cibres,1
20,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Zomes,1
21,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Xanals,1
22,8,22,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un gavall al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,Gavalls,1
